,fixed acidity,volatile acidity,citric acid,chlorides,total sulfur dioxide,density,sulphates,alcohol,quality,alcohol_higher,va_high
585,7.6,0.51,0.24,0.091,38.0,0.998,0.66,9.6,6,0,0
1156,8.5,0.18,0.51,0.071,88.0,0.99524,0.76,11.8,7,1,0
1179,8.2,0.35,0.33,0.076,47.0,0.99599,0.81,11.0,6,0,0
196,7.3,0.58,0.3,0.074,55.0,0.9968,0.59,10.2,5,0,0
1108,8.1,0.78,0.1,0.09,13.0,0.99855,0.49,9.5,5,0,1
992,6.5,0.4,0.1,0.076,47.0,0.99554,0.48,9.4,6,0,0
715,7.2,0.49,0.18,0.069,34.0,0.9967,0.48,9.2,6,0,0
551,9.4,0.43,0.24,0.092,45.0,0.998,0.73,10.0,6,0,0
168,6.8,0.63,0.07,0.089,44.0,0.9953,0.55,10.4,6,0,1
1031,7.3,0.55,0.01,0.093,15.0,0.99514,0.58,11.0,7,0,0
439,7.0,0.62,0.18,0.062,50.0,0.9951,0.6,9.3,5,0,1
1498,6.6,0.895,0.04,0.068,13.0,0.99582,0.58,10.8,6,0,1
895,7.1,0.59,0.01,0.08,43.0,0.9955,0.58,10.7,6,0,0
535,9.1,0.22,0.24,0.078,28.0,0.999,0.87,10.3,6,0,0
1196,7.9,0.58,0.23,0.076,94.0,0.99686,0.58,9.5,6,0,0
879,7.2,0.6,0.04,0.076,88.0,0.99745,0.55,9.5,5,0,1
1131,5.9,0.19,0.21,0.045,135.0,0.99341,0.44,9.5,5,0,0
299,6.9,0.67,0.06,0.08,33.0,0.99845,0.71,9.6,5,0,1
1517,6.5,0.53,0.06,0.063,44.0,0.99489,0.83,10.3,6,0,0
873,9.1,0.21,0.37,0.067,10.0,0.99552,0.58,11.1,7,0,0
899,8.3,1.02,0.02,0.084,11.0,0.99892,0.49,11.0,3,0,1
69,8.0,0.705,0.05,0.074,19.0,0.9962,0.95,10.5,6,0,1
207,7.8,0.57,0.31,0.069,120.0,0.99625,0.53,9.3,5,0,0
459,11.6,0.58,0.66,0.074,47.0,1.0008,0.57,9.0,3,0,0
425,6.6,0.84,0.03,0.059,48.0,0.9952,0.56,12.3,7,1,1
818,7.1,0.715,0.0,0.071,47.0,0.99632,0.45,9.4,5,0,1
1272,5.9,0.46,0.0,0.077,44.0,0.99385,0.53,11.2,5,0,0
366,12.8,0.615,0.66,0.083,42.0,1.0022,0.73,10.0,7,0,1
1165,8.5,0.44,0.5,0.369,38.0,0.99634,1.1,9.4,5,0,0
1056,8.9,0.48,0.53,0.101,10.0,0.99586,0.59,12.1,7,1,0
939,6.2,0.46,0.17,0.073,11.0,0.99425,0.54,11.4,5,0,0
724,7.5,1.115,0.1,0.086,12.0,0.9958,0.6,11.2,4,0,1
122,7.3,0.695,0.0,0.075,13.0,0.998,0.52,9.2,5,0,1
1087,7.9,0.19,0.42,0.057,30.0,0.994,0.69,11.2,6,0,0
700,10.6,1.02,0.43,0.076,88.0,0.9984,0.57,10.1,6,0,1
1167,8.2,0.33,0.39,0.074,48.0,0.99528,0.88,12.4,7,1,0
1252,7.1,0.72,0.0,0.123,14.0,0.99627,0.58,9.8,5,0,1
1160,10.6,0.36,0.57,0.087,20.0,0.99676,0.72,11.1,7,0,0
1260,8.6,0.635,0.68,0.403,56.0,0.99632,1.15,9.3,5,0,1
1419,7.7,0.64,0.21,0.077,133.0,0.9956,0.45,9.9,5,0,1
169,7.5,0.705,0.24,0.36,63.0,0.9964,1.59,9.5,5,0,1
1290,7.6,0.74,0.0,0.1,12.0,0.99521,0.59,11.0,5,0,1
110,7.8,0.56,0.19,0.104,47.0,0.9964,0.93,9.5,5,0,0
106,7.8,0.41,0.68,0.467,69.0,0.9973,1.31,9.3,5,0,0
605,8.3,0.6,0.13,0.085,24.0,0.9984,0.59,9.2,6,0,1
639,8.9,0.29,0.35,0.067,57.0,0.997,1.36,10.3,6,0,0
171,8.0,0.42,0.17,0.073,18.0,0.9972,0.61,9.2,6,0,0
547,10.6,0.31,0.49,0.067,21.0,0.9987,0.86,10.7,6,0,0
87,7.7,0.49,0.26,0.062,31.0,0.9966,0.64,9.6,5,0,0
1159,10.2,0.41,0.43,0.11,37.0,0.99728,0.67,10.8,5,0,0
983,9.1,0.5,0.3,0.065,17.0,0.99774,0.71,10.5,6,0,0
67,6.6,0.705,0.07,0.076,15.0,0.9962,0.58,10.7,5,0,1
1194,7.0,0.745,0.12,0.114,64.0,0.99588,0.59,9.5,6,0,1
977,8.4,0.59,0.29,0.109,119.0,0.99801,0.5,9.1,5,0,0
1206,7.2,0.36,0.46,0.074,44.0,0.99534,0.85,11.0,7,0,0
318,9.8,0.66,0.39,0.083,59.0,0.9989,0.71,11.5,7,0,1
421,6.6,0.84,0.03,0.059,48.0,0.9952,0.56,12.3,7,1,1
1587,5.8,0.61,0.11,0.066,28.0,0.99483,0.66,10.9,6,0,1
1551,7.1,0.67,0.0,0.083,27.0,0.99768,0.54,9.4,5,0,1
65,7.2,0.725,0.05,0.086,11.0,0.9962,0.39,10.9,5,0,1
1499,6.9,0.74,0.03,0.054,16.0,0.99508,0.63,11.5,6,0,1
626,8.8,0.6,0.29,0.098,15.0,0.9988,0.49,9.1,5,0,1
1023,8.2,0.32,0.42,0.098,9.0,0.99506,0.55,12.3,6,1,0
1180,8.2,0.35,0.33,0.076,47.0,0.99599,0.81,11.0,6,0,0
3,11.2,0.28,0.56,0.075,60.0,0.998,0.58,9.8,6,0,0
1380,7.5,0.57,0.02,0.077,35.0,0.99557,0.62,10.8,6,0,0
952,8.2,0.31,0.4,0.058,10.0,0.99536,0.68,11.2,7,0,0
1069,8.0,0.62,0.35,0.086,52.0,0.997,0.62,10.8,5,0,1
737,8.2,0.59,0.0,0.093,58.0,1.0002,0.65,9.3,6,0,0
870,7.7,0.715,0.01,0.064,43.0,0.99371,0.57,11.8,6,1,1
1296,6.6,0.63,0.0,0.093,77.5,0.99558,0.45,9.5,5,0,1
281,7.7,0.27,0.68,0.358,10.0,0.9972,1.08,9.9,7,0,0
1574,5.6,0.31,0.78,0.074,92.0,0.99677,0.48,10.5,6,0,0
523,9.3,0.4,0.49,0.085,142.0,0.9978,0.55,9.4,5,0,0
559,13.0,0.47,0.49,0.085,47.0,1.0021,0.68,12.7,6,1,0
314,7.4,0.36,0.29,0.087,72.0,0.99645,0.68,11.0,5,0,0
972,10.1,0.38,0.5,0.104,13.0,0.99643,0.65,11.6,7,1,0
798,9.4,0.5,0.34,0.082,14.0,0.9987,0.52,10.7,6,0,0
180,8.8,0.61,0.14,0.067,42.0,0.9969,0.59,9.5,5,0,1
1259,6.8,0.64,0.0,0.123,33.0,0.99538,0.63,11.3,6,0,1
1327,6.7,0.46,0.24,0.077,34.0,0.9948,0.6,10.6,6,0,0
515,8.5,0.655,0.49,0.122,151.0,1.001,1.14,9.3,5,0,1
89,7.0,0.62,0.08,0.076,24.0,0.9978,0.53,9.0,5,0,1
876,7.1,0.47,0.0,0.067,14.0,0.99517,0.58,10.9,4,0,0
634,7.9,0.35,0.21,0.073,102.0,0.9964,0.58,9.5,5,0,0
692,8.6,0.49,0.51,0.422,62.0,0.9979,1.17,9.0,5,0,0
393,8.4,0.665,0.61,0.112,95.0,0.997,0.54,9.1,5,0,1
756,6.3,0.98,0.01,0.057,33.0,0.99488,0.46,11.2,6,0,1
1021,11.3,0.36,0.66,0.123,8.0,0.99642,0.53,11.9,6,1,0
1318,7.5,0.63,0.27,0.083,91.0,0.99616,0.58,9.8,6,0,1
151,9.2,0.52,1.0,0.61,69.0,0.9996,2.0,9.4,4,0,0
697,7.0,0.65,0.02,0.066,25.0,0.9972,0.67,9.5,6,0,1
1234,7.1,0.75,0.01,0.059,18.0,0.99242,0.4,12.8,6,1,1
113,10.1,0.31,0.44,0.08,46.0,0.9988,0.67,9.7,6,0,0
1228,5.1,0.42,0.0,0.044,88.0,0.99157,0.73,13.6,7,1,0
1370,8.7,0.78,0.51,0.415,66.0,0.99623,1.17,9.2,5,0,1
403,11.4,0.6,0.49,0.085,41.0,0.9994,0.63,10.5,6,0,1
18,7.4,0.59,0.08,0.086,29.0,0.9974,0.5,9.0,4,0,0
884,8.8,0.61,0.19,0.094,69.0,0.99787,0.5,10.0,6,0,1
383,8.3,0.26,0.42,0.08,27.0,0.9974,0.8,9.4,6,0,0
1558,6.9,0.63,0.33,0.235,115.0,0.99787,0.56,9.5,5,0,1
107,6.2,0.63,0.31,0.088,64.0,0.9969,0.79,9.3,5,0,1
215,7.0,0.49,0.49,0.06,121.0,0.9974,0.76,10.5,5,0,0
652,15.9,0.36,0.65,0.096,71.0,0.9976,0.84,14.9,5,1,0
910,9.3,0.38,0.48,0.132,11.0,0.99577,0.57,13.2,6,1,0
1289,7.0,0.6,0.3,0.068,110.0,0.99914,1.17,10.2,5,0,1
1232,7.6,0.43,0.29,0.075,66.0,0.99718,0.64,9.5,5,0,0
1102,6.1,0.48,0.09,0.078,30.0,0.99402,0.54,11.2,6,0,0
1422,7.0,0.54,0.0,0.079,55.0,0.9956,0.84,11.4,6,0,0
991,7.1,0.34,0.28,0.082,68.0,0.99694,0.48,9.4,5,0,0
534,10.0,0.48,0.24,0.102,32.0,1.0,0.56,10.0,6,0,0
1063,10.2,0.29,0.65,0.075,17.0,0.99565,0.63,11.8,6,1,0
606,9.4,0.41,0.48,0.072,20.0,0.9973,0.79,12.2,7,1,0
1198,7.7,0.26,0.26,0.052,77.0,0.9951,0.79,10.9,6,0,0
703,7.5,0.38,0.48,0.073,84.0,0.9972,0.7,9.6,4,0,0
23,8.5,0.49,0.11,0.084,67.0,0.9968,0.53,9.4,5,0,0
871,6.9,0.56,0.03,0.086,46.0,0.99522,0.57,10.6,5,0,0
883,7.2,0.6,0.04,0.076,88.0,0.99745,0.55,9.5,5,0,1
227,9.0,0.82,0.14,0.089,23.0,0.9984,0.63,9.8,5,0,1
482,10.6,0.36,0.59,0.152,18.0,0.9986,1.05,9.4,5,0,0
216,8.7,0.625,0.16,0.101,49.0,0.9962,0.57,11.0,5,0,1
583,12.0,0.28,0.49,0.074,21.0,0.9976,0.66,9.9,7,0,0
1018,8.0,0.18,0.37,0.049,109.0,0.99007,0.44,12.7,6,1,0
1444,7.3,0.67,0.02,0.072,92.0,0.99566,0.68,11.1,6,0,1
211,8.0,0.725,0.24,0.083,62.0,0.99685,0.56,10.0,6,0,1
473,9.9,0.35,0.55,0.062,14.0,0.9971,0.79,10.6,5,0,0
691,9.2,0.92,0.24,0.087,93.0,0.9998,0.54,9.8,5,0,1
830,7.5,0.685,0.07,0.058,9.0,0.99632,0.55,10.9,4,0,1
1151,6.1,0.58,0.23,0.044,70.0,0.99352,0.65,12.5,6,1,0
699,11.8,0.38,0.55,0.071,19.0,0.9986,0.62,10.8,6,0,0
996,5.6,0.66,0.0,0.087,11.0,0.99378,0.63,12.8,7,1,1
522,8.2,0.39,0.49,0.099,133.0,0.9979,0.99,9.8,5,0,0
727,6.4,0.57,0.02,0.067,11.0,0.997,0.68,9.5,5,0,0
978,7.0,0.4,0.32,0.061,29.0,0.99416,0.49,11.3,7,0,0
485,10.2,0.67,0.39,0.054,17.0,0.9976,0.47,10.0,5,0,1
1093,9.2,0.31,0.36,0.079,31.0,0.99615,0.86,12.0,7,1,0
1264,8.5,0.37,0.32,0.066,51.0,0.99456,0.72,11.8,6,1,0
748,7.2,0.5,0.18,0.071,31.0,0.99761,0.72,9.6,6,0,0
282,7.6,0.52,0.12,0.067,53.0,0.9971,0.57,9.1,5,0,0
1550,7.1,0.68,0.0,0.087,26.0,0.99783,0.53,9.5,5,0,1
702,7.0,0.64,0.02,0.067,23.0,0.997,0.67,9.4,6,0,1
627,8.8,0.6,0.29,0.098,15.0,0.9988,0.49,9.1,5,0,1
315,7.1,0.35,0.29,0.096,53.0,0.9962,0.65,11.0,6,0,0
1113,8.9,0.24,0.39,0.074,10.0,0.99698,0.59,9.5,6,0,0
970,10.4,0.26,0.48,0.066,10.0,0.99724,0.87,10.9,6,0,0
487,10.2,0.645,0.36,0.053,14.0,0.9982,0.42,10.0,6,0,1
1208,7.2,0.36,0.46,0.074,44.0,0.99534,0.85,11.0,7,0,0
1283,8.7,0.63,0.28,0.096,69.0,0.99734,0.63,10.2,6,0,1
1397,7.3,0.59,0.26,0.08,104.0,0.99584,0.52,9.9,5,0,0
40,7.3,0.45,0.36,0.074,87.0,0.9978,0.83,10.5,5,0,0
1555,7.0,0.56,0.17,0.065,24.0,0.99514,0.68,10.55,7,0,0
340,12.2,0.34,0.5,0.066,21.0,1.0,1.18,9.2,6,0,0
1547,6.3,0.6,0.1,0.048,26.0,0.99306,0.51,12.1,5,1,1
174,7.3,0.38,0.21,0.08,35.0,0.9961,0.47,9.5,5,0,0
1325,6.7,0.46,0.24,0.077,34.0,0.9948,0.6,10.6,6,0,0
1115,7.0,0.69,0.07,0.091,21.0,0.99572,0.6,11.3,6,0,1
1274,7.8,0.58,0.13,0.102,36.0,0.9944,0.53,11.2,6,0,0
926,9.4,0.24,0.33,0.061,73.0,0.99786,0.9,10.2,6,0,0
809,7.6,0.48,0.31,0.07,15.0,0.99693,0.55,10.3,6,0,0
217,8.1,0.725,0.22,0.072,41.0,0.9967,0.55,9.1,5,0,1
922,8.4,0.62,0.12,0.072,46.0,0.99504,0.89,11.8,6,1,1
799,9.4,0.5,0.34,0.082,14.0,0.9987,0.52,10.7,6,0,0
1189,8.8,0.955,0.05,0.075,19.0,0.99616,0.44,9.6,4,0,1
1373,7.7,0.75,0.27,0.11,89.0,0.99664,0.45,9.3,5,0,1
1463,6.9,0.63,0.01,0.076,39.0,0.99522,0.53,10.8,6,0,1
14,8.9,0.62,0.18,0.176,145.0,0.9986,0.88,9.2,5,0,1
475,9.6,0.68,0.24,0.087,28.0,0.9988,0.6,10.2,5,0,1
1186,6.6,0.8,0.03,0.079,12.0,0.9963,0.5,12.2,5,1,1
419,6.8,0.77,0.0,0.066,52.0,0.9976,0.68,9.9,5,0,1
209,11.0,0.3,0.58,0.054,19.0,0.998,0.88,10.5,7,0,0
360,8.2,0.7,0.23,0.099,81.0,0.9973,0.7,9.4,5,0,1
1523,6.8,0.48,0.25,0.076,61.0,0.9953,0.6,10.4,5,0,0
1545,6.5,0.63,0.33,0.059,28.0,0.99531,0.64,10.1,6,0,1
1026,7.9,0.31,0.32,0.066,36.0,0.99364,0.56,12.6,6,1,0
395,12.0,0.37,0.76,0.066,38.0,1.0004,0.6,13.0,7,1,0
568,9.8,0.5,0.49,0.25,20.0,0.999,0.79,10.7,6,0,0
1081,7.9,0.3,0.68,0.05,289.0,0.99316,0.51,12.3,7,1,0
1519,6.6,0.7,0.08,0.106,27.0,0.99665,0.58,10.2,5,0,1
201,8.8,0.37,0.48,0.097,145.0,0.9975,1.03,9.3,5,0,0
253,7.7,0.775,0.42,0.092,86.0,0.9959,0.59,9.5,5,0,1
828,7.8,0.57,0.09,0.065,45.0,0.99417,0.74,12.7,8,1,0
189,7.9,0.49,0.32,0.082,144.0,0.9968,0.55,9.5,5,0,0
1121,6.6,0.5,0.0,0.062,28.0,0.99352,0.55,12.3,6,1,0
743,11.6,0.41,0.58,0.096,101.0,1.00024,0.53,10.0,5,0,0
1534,6.6,0.56,0.14,0.064,29.0,0.99397,0.62,11.7,7,1,0
329,10.7,0.46,0.39,0.061,15.0,0.9981,0.62,9.5,5,0,0
705,8.4,1.035,0.15,0.073,54.0,0.999,0.49,9.9,5,0,1
292,10.4,0.55,0.23,0.091,48.0,0.9994,0.64,10.3,6,0,0
39,7.3,0.45,0.36,0.074,87.0,0.9978,0.83,10.5,5,0,0
1149,10.0,0.35,0.47,0.061,11.0,0.99585,0.52,12.0,6,1,0
682,8.5,0.46,0.31,0.078,58.0,0.998,0.54,9.8,5,0,0
803,7.7,0.56,0.08,0.114,46.0,0.9971,0.66,9.6,6,0,0
1057,7.6,0.42,0.25,0.104,90.0,0.99784,0.57,9.1,5,0,0
916,5.3,0.715,0.19,0.161,62.0,0.99395,0.61,11.0,5,0,1
210,9.7,0.53,0.6,0.039,19.0,0.99585,0.86,12.4,6,1,0
553,5.0,1.04,0.24,0.05,96.0,0.9934,0.62,11.5,5,0,1
1265,7.2,0.57,0.05,0.081,36.0,0.99564,0.6,10.3,6,0,0
1301,6.7,0.86,0.07,0.1,57.0,0.99598,0.74,11.7,6,1,1
221,7.4,0.53,0.26,0.101,72.0,0.9957,0.57,9.4,5,0,0
200,9.6,0.32,0.47,0.056,24.0,0.99695,0.82,10.3,7,0,0
377,9.4,0.27,0.53,0.074,18.0,0.9962,1.13,12.0,7,1,0
167,7.3,0.55,0.03,0.072,42.0,0.9956,0.48,9.0,4,0,0
414,8.8,0.52,0.34,0.087,122.0,0.9982,0.61,9.5,5,0,0
468,11.4,0.36,0.69,0.09,21.0,1.0,0.62,9.2,6,0,0
1552,6.3,0.68,0.01,0.103,54.0,0.99586,0.66,11.3,6,0,1
760,9.0,0.58,0.25,0.075,104.0,0.99779,0.57,9.7,5,0,0
941,9.9,0.27,0.49,0.082,17.0,0.99484,0.52,12.5,7,1,0
1218,8.2,0.4,0.31,0.082,24.0,0.996,0.69,10.6,6,0,0
933,7.4,0.61,0.01,0.074,38.0,0.99748,0.65,9.8,5,0,1
622,10.0,0.58,0.22,0.08,32.0,0.9974,0.55,9.5,5,0,0
839,6.0,0.5,0.04,0.092,26.0,0.99647,0.47,10.0,5,0,0
1486,6.8,0.68,0.21,0.07,23.0,0.99546,0.6,10.3,5,0,1
897,7.1,0.59,0.01,0.08,43.0,0.9955,0.58,10.7,6,0,0
341,10.6,0.42,0.48,0.065,18.0,0.9972,0.87,11.3,6,0,0
1079,7.9,0.3,0.68,0.05,278.0,0.99316,0.51,12.3,7,1,0
973,8.5,0.34,0.44,0.079,12.0,0.99605,0.63,10.7,5,0,0
436,8.0,0.67,0.3,0.06,62.0,0.9958,0.56,10.2,6,0,1
918,8.4,0.36,0.32,0.081,79.0,0.9964,0.72,11.0,6,0,0
788,10.0,0.56,0.24,0.079,58.0,0.9991,0.56,10.1,6,0,0
272,10.9,0.37,0.58,0.071,65.0,0.99935,0.78,10.1,5,0,0
836,6.7,0.28,0.28,0.012,100.0,0.99064,0.39,11.7,7,1,0
120,7.3,1.07,0.09,0.178,89.0,0.9962,0.57,9.0,5,0,1
1178,5.6,0.915,0.0,0.041,78.0,0.99346,0.73,11.4,5,0,1
396,6.6,0.735,0.02,0.122,124.0,0.9994,0.53,9.9,5,0,1
399,8.7,0.765,0.22,0.064,42.0,0.9963,0.55,9.4,5,0,1
1474,9.9,0.5,0.5,0.205,82.0,1.00242,0.75,8.8,5,0,0
658,7.2,0.52,0.07,0.074,20.0,0.9973,0.81,9.6,6,0,0
1261,6.3,1.02,0.0,0.083,24.0,0.99437,0.55,11.2,4,0,1
1331,7.8,0.87,0.26,0.107,67.0,0.99668,0.46,9.2,5,0,1
160,7.6,0.95,0.03,0.09,20.0,0.9959,0.56,9.6,5,0,1
521,7.6,0.41,0.49,0.088,43.0,0.998,0.64,9.1,5,0,0
901,7.4,0.635,0.1,0.08,33.0,0.99736,0.69,10.8,7,0,1
911,9.1,0.28,0.46,0.114,9.0,0.99901,0.6,10.9,6,0,0
872,7.3,0.35,0.24,0.067,48.0,0.99576,0.54,10.0,4,0,0
1052,5.6,0.605,0.05,0.073,25.0,0.99258,0.55,12.9,5,1,1
284,9.9,0.59,0.07,0.102,71.0,1.00015,0.71,9.8,5,0,0
42,7.5,0.49,0.2,0.332,14.0,0.9968,0.9,10.5,6,0,0
796,8.7,0.46,0.31,0.126,64.0,0.99746,0.74,9.6,5,0,0
1256,7.5,0.59,0.22,0.082,60.0,0.99499,0.42,9.2,5,0,0
1520,6.5,0.53,0.06,0.063,44.0,0.99489,0.83,10.3,6,0,0
672,9.8,1.24,0.34,0.079,151.0,0.998,0.53,9.5,5,0,1
850,9.3,0.43,0.44,0.085,22.0,0.99708,0.55,9.5,5,0,0
239,8.2,1.0,0.09,0.065,37.0,0.99685,0.55,9.0,6,0,1
1251,7.5,0.58,0.14,0.077,60.0,0.9963,0.59,9.8,5,0,0
408,10.4,0.34,0.58,0.174,16.0,0.997,0.7,11.3,6,0,0
184,6.7,0.62,0.21,0.079,62.0,0.997,0.58,9.3,6,0,1
1554,6.6,0.855,0.02,0.062,23.0,0.99627,0.6,11.0,6,0,1
206,12.8,0.3,0.74,0.095,28.0,0.9994,0.77,10.8,7,0,0
569,6.2,0.36,0.24,0.095,42.0,0.9946,0.57,11.7,6,1,0
777,6.9,0.635,0.17,0.241,18.0,0.9961,0.59,10.3,6,0,1
1339,7.5,0.51,0.02,0.084,31.0,0.99538,0.54,10.5,6,0,0
435,12.3,0.39,0.63,0.091,18.0,1.0004,0.49,9.5,5,0,0
236,7.2,0.63,0.0,0.097,38.0,0.99675,0.58,9.0,6,0,1
787,10.0,0.56,0.24,0.079,58.0,0.9991,0.56,10.1,6,0,0
1596,6.3,0.51,0.13,0.076,40.0,0.99574,0.75,11.0,6,0,0
1013,7.5,0.71,0.0,0.092,31.0,0.99635,0.58,10.0,6,0,1
114,7.8,0.56,0.19,0.104,47.0,0.9964,0.93,9.5,5,0,0
294,13.3,0.34,0.52,0.094,53.0,1.0014,0.81,9.5,6,0,0
173,7.4,0.62,0.05,0.068,42.0,0.9961,0.57,11.5,6,0,1
966,9.0,0.38,0.41,0.103,10.0,0.99604,0.58,11.9,7,1,0
596,12.4,0.4,0.51,0.059,24.0,0.9994,0.6,9.3,6,0,0
1483,8.1,0.33,0.44,0.042,12.0,0.99542,0.61,10.7,5,0,0
1304,7.6,0.79,0.21,0.087,68.0,0.9955,0.44,9.2,5,0,1
36,7.8,0.6,0.14,0.086,15.0,0.9975,0.6,10.8,6,0,1
741,9.2,0.53,0.24,0.078,139.0,0.99788,0.57,9.5,5,0,0
950,8.9,0.12,0.45,0.075,21.0,0.99552,0.76,11.9,7,1,0
1231,7.8,0.815,0.01,0.074,90.0,0.99621,0.62,10.8,5,0,1
1360,9.2,0.54,0.31,0.112,38.0,0.99699,0.56,10.9,5,0,0
906,7.2,0.54,0.27,0.084,78.0,0.9964,0.71,11.0,5,0,0
250,10.8,0.32,0.44,0.063,37.0,0.9985,0.78,10.0,6,0,0
102,8.1,0.545,0.18,0.08,35.0,0.9972,0.59,9.0,6,0,0
848,6.4,0.64,0.21,0.081,31.0,0.99689,0.66,9.8,5,0,1
456,8.9,0.59,0.39,0.095,22.0,0.9986,0.58,10.3,5,0,0
1254,7.8,0.7,0.06,0.079,35.0,0.99628,0.69,10.9,5,0,1
1449,7.2,0.38,0.31,0.056,29.0,0.99472,0.76,11.3,8,0,0
541,9.5,0.46,0.49,0.064,17.0,0.9988,0.73,11.0,6,0,0
6,7.9,0.6,0.06,0.069,59.0,0.9964,0.46,9.4,5,0,1
354,6.1,0.21,0.4,0.066,165.0,0.9912,0.59,11.9,6,1,0
1497,6.9,0.74,0.03,0.054,16.0,0.99508,0.63,11.5,6,0,1
1542,6.7,0.855,0.02,0.064,38.0,0.99472,0.56,10.75,6,0,1
1266,7.2,0.57,0.05,0.081,36.0,0.99564,0.6,10.3,6,0,0
530,9.1,0.22,0.24,0.078,28.0,0.999,0.87,10.3,6,0,0
1424,8.3,0.26,0.37,0.076,23.0,0.9974,0.7,9.6,6,0,0
400,6.6,0.735,0.02,0.122,124.0,0.9994,0.53,9.9,5,0,1
52,6.6,0.5,0.04,0.068,14.0,0.9955,0.64,9.4,6,0,0
576,9.9,0.5,0.24,0.103,14.0,0.9978,0.52,10.0,4,0,0
1491,5.6,0.54,0.04,0.049,13.0,0.9942,0.58,11.4,5,0,0
398,11.5,0.59,0.59,0.087,49.0,0.9988,0.65,11.0,6,0,0
842,10.6,0.5,0.45,0.119,68.0,0.99708,0.72,10.9,6,0,0
60,8.8,0.4,0.4,0.079,52.0,0.998,0.64,9.2,5,0,0
392,9.5,0.37,0.52,0.082,26.0,0.998,0.51,9.5,5,0,0
928,8.6,0.47,0.27,0.055,28.0,0.99516,0.8,11.2,5,0,0
520,9.8,0.25,0.49,0.088,33.0,0.9982,0.9,10.0,6,0,0
524,9.2,0.43,0.49,0.086,116.0,0.9976,0.64,9.5,5,0,0
455,11.3,0.62,0.67,0.086,19.0,0.9988,0.69,13.4,8,1,1
1358,7.4,0.64,0.17,0.168,98.0,0.99736,0.5,9.5,5,0,1
927,8.4,0.67,0.19,0.093,75.0,0.99736,0.59,9.2,4,0,1
969,6.7,0.56,0.09,0.079,22.0,0.99669,0.61,10.2,5,0,0
1431,7.6,0.43,0.31,0.069,74.0,0.9958,0.54,9.9,6,0,0
300,7.5,0.53,0.06,0.086,44.0,0.9965,0.59,10.7,6,0,0
1117,7.0,0.69,0.07,0.091,21.0,0.99572,0.6,11.3,6,0,1
718,8.4,0.56,0.04,0.082,22.0,0.9976,0.44,9.6,5,0,0
447,9.3,0.48,0.29,0.127,16.0,0.9968,0.72,11.2,5,0,0
257,6.6,0.695,0.0,0.075,56.0,0.9968,0.67,9.2,5,0,1
273,8.4,0.715,0.2,0.076,38.0,0.99735,0.64,9.4,5,0,1
469,8.7,0.82,0.02,0.07,48.0,0.9952,0.58,9.8,5,0,1
989,9.7,0.295,0.4,0.073,21.0,0.99556,0.51,10.9,6,0,0
1112,7.9,0.33,0.41,0.056,35.0,0.99396,0.71,11.0,6,0,0
177,7.5,0.52,0.42,0.087,38.0,0.9972,0.61,10.5,6,0,0
115,9.4,0.4,0.31,0.09,62.0,0.9966,0.63,10.5,6,0,0
894,7.2,0.63,0.03,0.08,88.0,0.99745,0.58,9.8,6,0,1
195,7.8,0.59,0.33,0.074,120.0,0.9968,0.54,9.4,5,0,0
999,6.4,0.69,0.0,0.055,12.0,0.99162,0.53,12.9,6,1,1
144,5.2,0.34,0.0,0.05,63.0,0.9916,0.79,14.0,6,1,0
717,7.6,0.46,0.11,0.079,49.0,0.9968,0.57,10.0,5,0,0
1386,7.4,0.64,0.07,0.1,23.0,0.9961,0.58,9.6,5,0,1
1319,9.1,0.76,0.68,0.414,64.0,0.99652,1.33,9.1,6,0,1
1437,6.8,0.915,0.29,0.07,39.0,0.99577,0.54,11.1,5,0,1
781,6.5,0.46,0.14,0.114,37.0,0.99732,0.65,9.8,5,0,0
1307,6.8,0.68,0.09,0.068,29.0,0.99524,0.52,11.1,4,0,1
923,6.8,0.41,0.31,0.084,45.0,0.99824,0.64,10.1,6,0,0
